# version: 1_001
#2018-02-07 10:46:13.337861
         Name                                                                            update 
 S4-154        unknown                                                                          
 S4-152        unknown                                                                          
 S4-159        unknown                                                                          
 S4-168        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-157        unknown                                                                          
 S4-156        unknown                                                                          
 S4-164        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-160        unknown                                                                          
 S4-165        unknown                                                                          
 S4-162        unknown                                                                          
 S4-158        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-169        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-166        unknown                                                                          
 S4-172        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-161        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-163        unknown                                                                          
 S4-171        unknown                                                                          
 S4-167        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-183        unknown                                                                          
 S4-170        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-173        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 irs3E         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-175        unknown                                                                          
 S4-177        unknown                                                                          
 S4-176        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-180        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-179        unknown                                                                          
 S4-178        unknown                                                                          
 S4-184        unknown                                                                          
 S4-181        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-372        unknown                                                                          
 S4-182        unknown                                                                          
 S4-369        unknown                                                                          
 S4-187        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-185        unknown                                                                          
 S4-189        unknown                                                                          
 S4-197        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-464        /g/ghez/align/17_04_25
 S4-188        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-192        unknown                                                                          
 S4-191        unknown                                                                          
 S4-195        unknown                                                                          
 S4-190        unknown                                                                          
 S4-194        unknown                                                                          
 S4-196        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-198        unknown                                                                          
 S4-200        unknown                                                                          
 S4-199        unknown                                                                          
 S4-204        unknown                                                                          
 S4-202        unknown                                                                          
 S4-201        unknown                                                                          
 S4-203        unknown                                                                          
 S4-214        unknown                                                                          
 S4-205        unknown                                                                          
 S4-206        unknown                                                                          
 S4-207        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-210        unknown                                                                          
 S4-209        unknown                                                                          
 S4-211        unknown                                                                          
 S4-218        unknown                                                                          
 S4-212        unknown                                                                          
 S4-216        unknown                                                                          
 S4-215        unknown                                                                          
 S4-213        unknown                                                                          
 irs7SE        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-219        unknown                                                                          
 S4-217        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-220        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-222        unknown                                                                          
 S4-223        unknown                                                                          
 S4-226        unknown                                                                          
 S4-227        unknown                                                                          
 S4-229        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-230        unknown                                                                          
 S4-224        unknown                                                                          
 S4-231        unknown                                                                          
 S4-228        unknown                                                                          
 S4-225        unknown                                                                          
 S4-234        unknown                                                                          
 S4-235        unknown                                                                          
 S4-233        unknown                                                                          
 S4-232        unknown                                                                          
 S4-236        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-238        unknown                                                                          
 S4-221        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-240        unknown                                                                          
 S4-243        unknown                                                                          
 S4-242        unknown                                                                          
 S4-239        unknown                                                                          
 S4-237        unknown                                                                          
 S4-247        unknown                                                                          
 S4-246        unknown                                                                          
 S4-241        unknown                                                                          
 S4-244        unknown                                                                          
 S4-245        unknown                                                                          
 S4-253        unknown                                                                          
 S4-250        unknown                                                                          
 S4-252        unknown                                                                          
 S4-251        unknown                                                                          
 S4-249        unknown                                                                          
 S4-257        unknown                                                                          
 S4-254        unknown                                                                          
 S4-248        unknown                                                                          
 S4-256        unknown                                                                          
 S4-259        unknown                                                                          
 S4-260        unknown                                                                          
 S4-255        unknown                                                                          
 S4-261        unknown                                                                          
 S4-264        unknown                                                                          
 S4-258        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-370        unknown                                                                          
 S4-266        unknown                                                                          
 S4-265        unknown                                                                          
 S4-263        unknown                                                                          
 S4-262        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 irs34NW       unknown                                                                          
 S4-272        unknown                                                                          
 S4-270        unknown                                                                          
 S4-274        unknown                                                                          
 S4-269        unknown                                                                          
 S4-267        unknown                                                                          
 S4-276        unknown                                                                          
 S4-271        unknown                                                                          
 S4-273        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-367        unknown                                                                          
 S4-283        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-275        unknown                                                                          
 S4-368        unknown                                                                          
 S4-278        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-282        unknown                                                                          
 S4-280        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-281        unknown                                                                          
 S4-277        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-279        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-287        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-288        unknown                                                                          
 S4-289        unknown                                                                          
 S4-285        unknown                                                                          
 S4-286        unknown                                                                          
 S4-284        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-290        unknown                                                                          
 S4-295        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-293        unknown                                                                          
 S4-291        unknown                                                                          
 S4-292        unknown                                                                          
 S4-294        unknown                                                                          
 S4-296        unknown                                                                          
 S4-297        unknown                                                                          
 S4-298        unknown                                                                          
 S4-299        unknown                                                                          
 S4-300        unknown                                                                          
 S4-301        unknown                                                                          
 S4-305        unknown                                                                          
 S4-302        unknown                                                                          
 S4-308        unknown                                                                          
 S4-307        unknown                                                                          
 S4-303        unknown                                                                          
 S4-304        unknown                                                                          
 S4-306        unknown                                                                          
 S4-310        unknown                                                                          
 S4-366        unknown                                                                          
 S4-309        unknown                                                                          
 S4-312        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-313        unknown                                                                          
 S4-314        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-311        unknown                                                                          
 S4-317        unknown                                                                          
 S4-316        unknown                                                                          
 S4-318        unknown                                                                          
 S4-325        unknown                                                                          
 S4-315        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-319        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-320        unknown                                                                          
 S4-321        unknown                                                                          
 S4-322        unknown                                                                          
 S4-373        unknown                                                                          
 S4-323        unknown                                                                          
 S4-327        unknown                                                                          
 S4-374        unknown                                                                          
 S4-324        unknown                                                                          
 S4-333        unknown                                                                          
 S4-326        unknown                                                                          
 S4-330        unknown                                                                          
 S4-328        unknown                                                                          
 S4-331        unknown                                                                          
 S4-335        unknown                                                                          
 S4-334        unknown                                                                          
 S4-329        unknown                                                                          
 S4-337        unknown                                                                          
 S4-338        unknown                                                                          
 S4-332        unknown                                                                          
 S4-339        unknown                                                                          
 S4-365        unknown                                                                          
 S4-341        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-342        unknown                                                                          
 S4-344        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-336        unknown                                                                          
 S4-371        unknown                                                                          
 S4-343        unknown                                                                          
 S4-346        unknown                                                                          
 S4-349        unknown                                                                          
 S4-347        unknown                                                                          
 S4-340        unknown                                                                          
 S4-350        unknown                                                                          
 S4-345        unknown                                                                          
 S4-351        unknown                                                                          
 S4-352        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S4-348        unknown                                                                          
 S4-359        unknown                                                                          
 S4-358        unknown                                                                          
 S4-357        unknown                                                                          
 S4-353        unknown                                                                          
 S4-360        unknown                                                                          
 S4-355        unknown                                                                          
 S4-354        unknown                                                                          
 S4-356        unknown                                                                          
 S4-364        unknown                                                                          
 S4-361        unknown                                                                          
 S4-363        unknown                                                                          
 S4-362        unknown                                                                          
 S5-2          unknown                                                                          
 S5-7          /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-0          unknown                                                                          
 S5-8          unknown                                                                          
 S5-3          unknown                                                                          
 S5-12         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-1          unknown                                                                          
 S5-6          /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-4          /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-5          unknown                                                                          
 S5-10         unknown                                                                          
 S5-9          unknown                                                                          
 S5-13         unknown                                                                          
 S5-14         unknown                                                                          
 S5-11         unknown                                                                          
 S5-17         unknown                                                                          
 S5-16         unknown                                                                          
 S5-15         unknown                                                                          
 S5-18         unknown                                                                          
 S5-19         unknown                                                                          
 S5-20         unknown                                                                          
 S5-21         unknown                                                                          
 S5-26         unknown                                                                          
 S5-31         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-22         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-24         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-25         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-23         unknown                                                                          
 S5-30         unknown                                                                          
 S5-33         unknown                                                                          
 S5-27         unknown                                                                          
 S5-263        unknown                                                                          
 S5-29         unknown                                                                          
 S5-262        unknown                                                                          
 S5-32         unknown                                                                          
 S5-36         unknown                                                                          
 S5-40         unknown                                                                          
 S5-35         unknown                                                                          
 S5-42         unknown                                                                          
 S5-28         unknown                                                                          
 S5-38         unknown                                                                          
 S5-34         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-39         unknown                                                                          
 S5-44         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-37         unknown                                                                          
 S5-43         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-41         unknown                                                                          
 S5-46         unknown                                                                          
 S5-49         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-51         unknown                                                                          
 S5-45         unknown                                                                          
 S5-48         unknown                                                                          
 S5-47         unknown                                                                          
 S5-52         unknown                                                                          
 S5-50         unknown                                                                          
 S5-55         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-54         unknown                                                                          
 S5-53         unknown                                                                          
 S5-56         unknown                                                                          
 S5-287        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-57         unknown                                                                          
 S5-59         unknown                                                                          
 S5-58         unknown                                                                          
 S5-264        unknown                                                                          
 S5-62         unknown                                                                          
 S5-63         unknown                                                                          
 S5-61         unknown                                                                          
 S5-60         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-69         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-251        unknown                                                                          
 S5-67         unknown                                                                          
 S5-72         unknown                                                                          
 S5-265        unknown                                                                          
 S5-65         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-68         unknown                                                                          
 S5-64         unknown                                                                          
 S5-70         unknown                                                                          
 S5-74         unknown                                                                          
 S5-71         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-73         unknown                                                                          
 S5-66         unknown                                                                          
 S5-75         unknown                                                                          
 S5-76         unknown                                                                          
 S5-77         unknown                                                                          
 S5-266        unknown                                                                          
 S5-82         unknown                                                                          
 S5-79         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-83         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-81         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 irs1W         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-78         unknown                                                                          
 S5-86         unknown                                                                          
 S5-84         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-80         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-85         unknown                                                                          
 S5-88         unknown                                                                          
 S5-89         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-90         unknown                                                                          
 S5-91         unknown                                                                          
 S5-235        unknown                                                                          
 S5-92         unknown                                                                          
 S5-87         unknown                                                                          
 S5-288        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-98         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-101        unknown                                                                          
 S5-100        unknown                                                                          
 S5-93         unknown                                                                          
 S5-267        unknown                                                                          
 S5-97         unknown                                                                          
 S5-96         unknown                                                                          
 S5-94         unknown                                                                          
 S5-95         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-104        unknown                                                                          
 S5-268        unknown                                                                          
 S5-269        unknown                                                                          
 S5-270        unknown                                                                          
 S5-102        unknown                                                                          
 S5-240        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-99         /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-107        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-103        unknown                                                                          
 S5-105        unknown                                                                          
 S5-111        unknown                                                                          
 S5-108        unknown                                                                          
 S5-109        unknown                                                                          
 S5-106        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-110        unknown                                                                          
 S5-115        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-112        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-116        unknown                                                                          
 S5-114        unknown                                                                          
 S5-117        unknown                                                                          
 S5-118        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-120        unknown                                                                          
 S5-113        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-119        unknown                                                                          
 S5-121        unknown                                                                          
 S5-122        unknown                                                                          
 S5-126        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-124        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-127        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-128        unknown                                                                          
 S5-123        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-130        unknown                                                                          
 S5-134        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-125        unknown                                                                          
 S5-129        unknown                                                                          
 S5-133        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-132        unknown                                                                          
 S5-131        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 irs7          unknown                                                                          
 S5-135        unknown                                                                          
 S5-136        unknown                                                                          
 S5-257        unknown                                                                          
 S5-138        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-140        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-137        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-139        unknown                                                                          
 S5-141        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-254        unknown                                                                          
 S5-271        unknown                                                                          
 S5-261        unknown                                                                          
 S5-144        unknown                                                                          
 S5-142        unknown                                                                          
 S5-143        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-145        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-147        unknown                                                                          
 S5-259        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-146        unknown                                                                          
 S5-237        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-272        unknown                                                                          
 S5-152        unknown                                                                          
 S5-149        unknown                                                                          
 S5-153        unknown                                                                          
 S5-148        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-151        unknown                                                                          
 S5-273        unknown                                                                          
 S5-150        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-154        unknown                                                                          
 S5-155        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-159        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-156        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-157        unknown                                                                          
 S5-233        unknown                                                                          
 S5-161        unknown                                                                          
 S5-246        unknown                                                                          
 S5-158        unknown                                                                          
 S5-252        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-162        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-274        unknown                                                                          
 S5-275        unknown                                                                          
 S5-163        unknown                                                                          
 S5-165        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-160        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-164        unknown                                                                          
 S5-166        unknown                                                                          
 S5-167        unknown                                                                          
 S5-276        unknown                                                                          
 S5-168        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-236        unknown                                                                          
 S5-169        unknown                                                                          
 S5-255        unknown                                                                          
 S5-256        unknown                                                                          
 S5-171        unknown                                                                          
 S5-243        unknown                                                                          
 S5-173        unknown                                                                          
 S5-170        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-278        unknown                                                                          
 S5-277        unknown                                                                          
 S5-176        unknown                                                                          
 S5-172        unknown                                                                          
 S5-175        unknown                                                                          
 S5-177        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-178        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-174        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-180        unknown                                                                          
 S5-234        unknown                                                                          
 S5-179        unknown                                                                          
 S5-242        unknown                                                                          
 S5-183        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-250        unknown                                                                          
 S5-253        unknown                                                                          
 S5-181        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-182        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-185        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-186        unknown                                                                          
 S5-184        unknown                                                                          
 S5-190        unknown                                                                          
 S5-248        unknown                                                                          
 S5-189        unknown                                                                          
 S5-187        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-188        unknown                                                                          
 S5-231        unknown                                                                          
 S5-279        unknown                                                                          
 S5-196        unknown                                                                          
 S5-191        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-198        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-195        unknown                                                                          
 S5-192        unknown                                                                          
 S5-193        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-197        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-241        unknown                                                                          
 S5-194        unknown                                                                          
 S5-200        /g/lu/scratch/siyao/work/2_align/18_01_12_OldHolo/18Feb_abs/06only               
 S5-238        unknown                                                                          
